"id","name","description","parent","childrens"
"739eef3f-a577-4af4-bf53-556a7f67ce9f","Tarea 3.3 Integrar y/o interpretar información no explícita (textual o gráfica)","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Esta tarea requiere comparar y contrastar la informaci&oacute;n textual del propio texto o del texto y la pregunta. Es decir, nos permite construir un entendimiento m&aacute;s concreto o completo integrando el conocimiento y experiencia personal del alumnado con un significado que radica en el texto y en la pregunta. Esta tarea se corresponde con la tarea 2.1, pero var&iacute;a el grado de dificultad, que en este caso es mucho mayor.</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">&nbsp;</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Ejemplos: relacionar informaci&oacute;n del texto con una o varias im&aacute;genes que ofrece la pregunta y que requiere una interpretaci&oacute;n del alumnado basada en sus conocimientos como, por ejemplo, indicar la imagen que mejor represente el trastorno de la claustrofobia. Para contestar a esta pregunta es necesario haber integrado informaci&oacute;n del texto, interpretar que se trata de s&iacute;ntomas de claustrofobia (informaci&oacute;n no expl&iacute;cita) adem&aacute;s de interpretar las im&aacute;genes que ofrece la pregunta para identificar cu&aacute;l representa el trastorno.</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">&nbsp;</span></p>","afd130f2-3545-4289-9177-786685086376","[]"
"75e37bed-b75b-467f-9c2f-bd5bc78edab5","Tarea 1.1 Identificar y recuperar información o datos concretos (de tipo textual o gráfico) ","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Estas tareas demandan localizar y obtener palabras concretas que se encuentran expl&iacute;citas en una frase. Esta informaci&oacute;n aparece de manera literal en el texto, por lo que solo es necesario compara la informaci&oacute;n del enunciado con la del texto.&nbsp;</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Ejemplos: rellenar frases con palabras del texto que se encuentran de manera literal; seleccionar una ilustraci&oacute;n entre varias a partir de una imagen o una informaci&oacute;n del texto.</span></p>","a6e7a30a-1d14-4794-9bd6-267ec09dd451","[]"
"7aafc9e8-a98d-42d4-b448-35db02106eff","Tarea 3.5 Recuperar información de nuestros conocimientos previos o experiencias","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">El alumnado solo puede contestar esta tarea si posee conocimientos previos sobre lo que se pregunta, ya que la informaci&oacute;n que necesita para resolverla no se encuentra expl&iacute;cita en el texto. </span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">&nbsp;</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Ejemplos: en un texto en el que aparecen elementos de la naturaleza como &aacute;rboles, flores, etc., y no se indica expl&iacute;citamente que se trate de elementos de la naturaleza, se pide que indique qu&eacute; elementos de la naturaleza aparecen en el texto. Para ello, el alumnado debe hacer uso de sus conocimientos previos para identificarlos como tales.</span></p>","afd130f2-3545-4289-9177-786685086376","[]"
"85852edd-464e-4236-bb74-9e193b1c158f","Tarea 4.2 Evaluar la probabilidad de que la argumentación de un libro pueda cambiar lo que la gente piensa o hace","<p class=""MsoNormal"">En esta tarea el alumnado eval&uacute;a si despu&eacute;s de la lectura del libro algo le ha cambiado o, si en caso de encontrarse en la situaci&oacute;n de lo que se narra, actuar&iacute;a o pensar&iacute;a de forma diferente.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Ejemplos: despu&eacute;s de la lectura de un texto en el que los personajes disfrutan yendo en bicicleta, evaluar el cambio de perspectiva sobre este tipo de actividad f&iacute;sica.</p>","2a757964-5c0a-424d-97f7-f7201bfde25d","[]"
"8d3bb081-b91f-43e7-bf58-ed1976c935f2","Tarea 1.2 Buscar e identificar ideas concretas","<p><span style=""font-family: 'Aptos Display', sans-serif;"">Estas tareas demandan localizar y obtener palabras o ideas que se encuentran expl&iacute;citas en una frase. La informaci&oacute;n puede no aparecer de manera literal en el texto, aunque las ideas se encuentran expl&iacute;citas en este.&nbsp;</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Ejemplos: rellenar frases con palabras del texto que se encuentran expl&iacute;citas; no obstante, las frases que hay que rellenar no reproducen exactamente las palabras del texto.</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">&nbsp;</span></p>","a6e7a30a-1d14-4794-9bd6-267ec09dd451","[]"
"9ab710d9-e171-4132-8582-09fb74bb291d","Tarea 3.6 Deducir el significado de una palabra o expresión a partir de los conocimientos previos y la información que aporta el texto","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Esta tarea requiere identificar el significado de una palabra o expresi&oacute;n que no puede deducirse del texto. El alumnado necesita alg&uacute;n conocimiento o alg&uacute;n tipo de informaci&oacute;n previa para entender las expresiones e identificar su significado. </span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">&nbsp;</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Ejemplos: preguntar qu&eacute; es un m&eacute;dico de cabecera o qu&eacute; es una catedr&aacute;tica y ofrecer opciones de respuesta; la definici&oacute;n no aparece en el texto ni este aporta informaci&oacute;n suficiente para deducir el significado.</span></p>","afd130f2-3545-4289-9177-786685086376","[]"
"a5061293-aa59-4bea-8f9c-9c411aa3b37d","PROCESO 2. INFERIR Y RELACIONAR A PARTIR DE INFORMACIÓN EXPLÍCITA","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-hansi-theme-font: major-latin;"">Este proceso se refiere a la extracci&oacute;n de inferencias directas que hay que realizar a partir de informaci&oacute;n expl&iacute;cita. Las inferencias pueden realizarse conectando dos o m&aacute;s ideas o fragmentos de informaci&oacute;n expl&iacute;cita, siendo el alumnado quien tiene que inferir su relaci&oacute;n. </span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-hansi-theme-font: major-latin;"">&nbsp;</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Para revisar los diferentes tipos de inferencias, consultar el informe previo sobre habilidades, pero esta informaci&oacute;n no es relevante para el profesorado solo para los editores en el caso de querer redactar preguntas sobre inferencias diferentes y siempre relacionadas con las tareas siguientes.</span></p>
<p class=""MsoNormal"">&nbsp;</p>",,"[{""name"":""Tarea 2.3 Inferir el orden cronológico de acontecimientos""},{""name"":""Tarea 2.2 Inferir las razones de los actos de un personaje o describir la relación entre personajes""},{""name"":""Tarea 2.1 Inferir la relación entre dos o más ideas""},{""name"":""Tarea 2.4 Deducir el significado de una palabra o expresión""}]"
"a6e7a30a-1d14-4794-9bd6-267ec09dd451","PROCESO 1. LOCALIZAR Y OBTENER INFORMACIÓN EXPLÍCITA","<p class=""MsoNormal"">Este proceso hace referencia a la localizaci&oacute;n y obtenci&oacute;n de informaci&oacute;n que aparece expl&iacute;cita en el texto. Se puede explicitar de manera textual o gr&aacute;fica, por ejemplo, una ilustraci&oacute;n o una infograf&iacute;a.</p>
<p class=""MsoNormal"">Los tipos de tareas que podemos plantear para trabajarlo no requieren realizar inferencias ni comprender el texto m&aacute;s all&aacute; que a nivel de frase. La localizaci&oacute;n de la informaci&oacute;n se logra mediante la coincidencia literal, o casi literal, de elementos presentes en la pregunta y en el texto.</p>
<p><span style=""font-size: 12.0pt; line-height: 116%; font-family: 'Aptos',sans-serif; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: Aptos; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: Aptos; mso-ansi-language: ES; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Este proceso es necesario para asegurar una comprensi&oacute;n b&aacute;sica y expl&iacute;cita del texto, es decir la base textual; ahora bien, estar&aacute; m&aacute;s presente en las tareas de Primaria (20% de las tareas, seg&uacute;n PIRLS) y se dar&aacute; mayor presencia de los otros procesos m&aacute;s complejos en Secundaria. Es importante que se pregunte por datos relevante para la comprensi&oacute;n del texto, no cualquier detalle irrelevante. </span></p>",,"[{""name"":""Tarea 1.1 Identificar y recuperar información o datos concretos (de tipo textual o gráfico) ""},{""name"":""Tarea 1.2 Buscar e identificar ideas concretas""},{""name"":""Tarea 1.3 Identificar el tiempo y el lugar de una historia""}]"
"afd130f2-3545-4289-9177-786685086376","PROCESO 3. INTERPRETAR E INTEGRAR INFORMACIÓN","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Las tareas incluidas en este proceso requieren interpretaci&oacute;n e integraci&oacute;n de informaci&oacute;n textual estableciendo conexiones que no est&aacute;n expl&iacute;citas en el texto y que en ocasiones requieren integrar el conocimiento y la experiencia personal. Para ello necesitan recurrir a su entendimiento del mundo m&aacute;s que a la extracci&oacute;n de inferencias directas. </span></p>",,"[{""name"":""Tarea 3.2 Interpretar o inferir las acciones de los personajes""},{""name"":""Tarea 3.1 Integrar información para elaborar el tema general de una parte del texto""},{""name"":""Tarea 3.3 Integrar y/o interpretar información no explícita (textual o gráfica)""},{""name"":""Tarea 3.5 Recuperar información de nuestros conocimientos previos o experiencias""},{""name"":""Tarea 3.6 Deducir el significado de una palabra o expresión a partir de los conocimientos previos y la información que aporta el texto""},{""name"":""Tarea 3.4 Interpretar la información del texto y aplicarla a situaciones o problemas del mundo real""}]"
"c9ccab14-ee4f-4bb6-b4fd-8c2989538d76","Tarea 3.4 Interpretar la información del texto y aplicarla a situaciones o problemas del mundo real","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Esta tarea implica relacionar la informaci&oacute;n del texto y el mundo real. Por tanto, requiere interpretar la informaci&oacute;n del texto o las acciones narradas y aplicarla a situaciones o problemas del mundo real. Una tarea ser&aacute; de este tipo siempre que se pregunte en relaci&oacute;n con situaciones propias del lector o de su contexto. </span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">&nbsp;</span></p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-fareast-font-family: Aptos; mso-hansi-theme-font: major-latin;"">Ejemplos: en un libro ficcional sobre la vida de Concepci&oacute;n Arenal y su lucha por quedarse en la universidad, una pregunta puede ser pedirle al lector que se imagine en esta situaci&oacute;n y escriba una carta dirigida al rector de la universidad en la que incorpore argumentos similares a los utilizados en el texto.</span></p>","afd130f2-3545-4289-9177-786685086376","[]"
"cd8967b1-4ca1-4608-8c00-5472d36dd0a4","Tarea 1.3 Identificar el tiempo y el lugar de una historia","<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-hansi-theme-font: major-latin;"">En esta tarea responden preguntas sobre el tiempo y el lugar en que ocurre la historia, es decir, sobre el contexto o la ambientaci&oacute;n del relato. Esta tarea se diferencia de las anteriores porque en el texto narrativo esta informaci&oacute;n es muy significativa.</span></p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal""><span style=""font-family: 'Aptos Display',sans-serif; mso-ascii-theme-font: major-latin; mso-hansi-theme-font: major-latin;"">Ejemplos: &iquest;En qu&eacute; estaci&oacute;n del a&ntilde;o ocurre la historia?, &iquest;D&oacute;nde se desarrolla la acci&oacute;n principal de la historia? En el texto narrativo esta informaci&oacute;n es muy significativa. </span></p>","a6e7a30a-1d14-4794-9bd6-267ec09dd451","[]"
